HAS_CLAIMED_IN_NEXT_12_MONTHS,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
0,2624.515283,0.26,0.3,139423.0,0.13,0,0,12,0.3,2,5,1,0,0,1,1,0
0,5829.611934,0.26,0.3,132451.85,0.13,1,1,12,0.35,1,4,1,0,0,1,1,0
0,2743.346793,0.26,0.3,119206.665,0.13,1,2,12,0.38,2,5,1,0,0,1,1,0
0,11599.68615,0.31,0.39,142525.0,0.07,0,0,12,0.3,0,5,1,1,0,1,1,2
0,11867.37121,0.31,0.39,135398.75,0.07,0,1,12,0.35,0,5,1,1,0,1,1,2
1,11197.43896,0.31,0.39,121858.875,0.07,0,2,12,0.38,0,5,1,1,0,1,1,2
0,8781.486233,0.21,0.32,81626.0,0.06,0,0,12,0.3,0,5,0,0,1,1,1,0
0,8984.135915,0.21,0.32,77544.7,0.06,0,1,12,0.35,0,5,0,0,1,1,1,0
1,8476.966952,0.21,0.32,69790.23,0.06,0,2,12,0.38,0,5,0,0,1,1,1,0
0,1504.851602,0.25,0.27,76605.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,0
0,2934.293665,0.25,0.27,72774.75,0.11,1,1,12,0.35,1,4,1,0,0,1,0,0
0,1564.956621,0.25,0.27,65497.275,0.11,1,2,12,0.38,2,5,1,0,0,1,0,0
0,4375.392022,0.36,0.36,119258.0,0.14,0,0,12,0.3,1,5,0,1,0,0,1,1
0,4476.362607,0.36,0.36,113295.1,0.14,0,1,12,0.35,1,5,0,1,0,0,1,1
0,6599.476122,0.36,0.36,101965.59,0.14,0,2,12,0.38,1,5,0,1,0,0,1,1
0,3085.988193,0.2,0.27,60589.0,0.11,0,0,12,0.3,1,5,0,0,1,2,1,1
0,3157.203305,0.2,0.27,57559.55,0.11,0,1,12,0.35,1,5,0,0,1,2,1,1
0,4080.786419,0.2,0.27,51803.595,0.11,0,2,12,0.38,1,5,0,0,1,2,1,1
0,8609.736368,0.26,0.32,85297.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,1
0,8808.422592,0.26,0.32,81032.15,0.11,0,1,12,0.35,0,5,1,0,0,1,1,1
1,8311.17293,0.26,0.32,72928.935,0.11,0,2,12,0.38,0,5,1,0,0,1,1,1
0,9385.396538,0.31,0.25,88068.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,1
0,9601.982612,0.31,0.25,83664.6,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
1,9059.935206,0.31,0.25,75298.14,0.09,0,2,12,0.38,0,5,1,0,0,1,1,1
0,13998.04472,0.23,0.2,125746.0,0.1,0,0,12,0.3,0,5,1,1,0,0,1,0
0,14321.07652,0.23,0.2,119458.7,0.1,0,1,12,0.35,0,5,1,1,0,0,1,0
1,13512.62865,0.23,0.2,107512.83,0.1,0,2,12,0.38,0,5,1,1,0,0,1,0
0,11297.10712,0.17,0.24,94383.0,0.05,0,0,12,0.3,0,5,1,0,1,1,1,0
0,11557.80959,0.17,0.24,89663.85,0.05,0,1,12,0.35,0,5,1,0,1,1,1,0
1,10905.3526,0.17,0.24,80697.465,0.05,0,2,12,0.38,0,5,1,0,1,1,1,0
0,4671.770516,0.29,0.37,54014.0,0.07,0,0,12,0.3,0,5,0,0,0,1,1,0
0,4779.580605,0.29,0.37,51313.3,0.07,0,1,12,0.35,0,5,0,0,0,1,1,0
1,4509.765571,0.29,0.37,46181.97,0.07,0,2,12,0.38,0,5,0,0,0,1,1,0
0,1863.831894,0.35,0.21,111923.0,0.11,0,0,12,0.3,2,5,1,0,1,1,1,2
0,3962.615628,0.35,0.21,106326.85,0.11,1,1,12,0.35,1,4,1,0,1,1,1,2
0,1864.760295,0.35,0.21,95694.165,0.11,1,2,12,0.38,2,5,1,0,1,1,1,2
0,9608.235694,0.28,0.32,97078.0,0.07,0,0,12,0.3,0,5,0,0,1,1,1,1
0,9829.96421,0.28,0.32,92224.1,0.07,0,1,12,0.35,0,5,0,0,1,1,1,1
1,9275.046875,0.28,0.32,83001.69,0.07,0,2,12,0.38,0,5,0,0,1,1,1,1
0,938.9145962,0.23,0.38,56629.0,0.06,0,0,12,0.3,2,5,1,1,0,1,1,1
0,1806.202875,0.23,0.38,53797.55,0.06,1,1,12,0.35,1,4,1,1,0,1,1,1
0,963.3082,0.23,0.38,48417.795,0.06,1,2,12,0.38,2,5,1,1,0,1,1,1
0,1759.875393,0.29,0.24,92681.0,0.13,0,0,12,0.3,2,5,1,0,0,1,1,0
0,2952.754842,0.29,0.24,88046.95,0.13,1,1,12,0.35,1,4,1,0,0,1,1,0
0,1817.079903,0.29,0.24,79242.255,0.13,1,2,12,0.38,2,5,1,0,0,1,1,0
0,8812.01403,0.27,0.26,79213.0,0.09,0,0,12,0.3,0,5,0,1,0,1,1,0
0,9015.3682,0.27,0.26,75252.35,0.09,0,1,12,0.35,0,5,0,1,0,1,1,0
1,8506.436124,0.27,0.26,67727.115,0.09,0,2,12,0.38,0,5,0,1,0,1,1,0
0,5127.230327,0.2,0.21,93173.0,0.06,0,0,12,0.3,1,5,0,0,0,1,1,1
0,5245.551027,0.2,0.21,88514.35,0.06,0,1,12,0.35,1,5,0,0,0,1,1,1
0,6265.102799,0.2,0.21,79662.915,0.06,0,2,12,0.38,1,5,0,0,0,1,1,1
0,7281.575421,0.26,0.31,80375.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,2
0,7449.611777,0.26,0.31,76356.25,0.08,0,1,12,0.35,0,5,1,0,0,1,1,2
1,7029.069177,0.26,0.31,68720.625,0.08,0,2,12,0.38,0,5,1,0,0,1,1,2
0,4324.475793,0.26,0.27,99181.0,0.13,0,0,12,0.3,1,5,1,0,0,1,1,0
0,4424.271389,0.26,0.27,94221.95,0.13,0,1,12,0.35,1,5,1,0,0,1,1,0
0,5718.512511,0.26,0.27,84799.755,0.13,0,2,12,0.38,1,5,1,0,0,1,1,0
0,9614.710715,0.24,0.37,95755.0,0.11,0,0,12,0.3,0,5,1,0,0,1,0,0
0,9836.588655,0.24,0.37,90967.25,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
1,9281.29736,0.24,0.37,81870.525,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,3289.925549,0.16,0.28,63516.0,0.09,0,0,12,0.3,1,5,0,0,0,1,1,0
0,3365.846908,0.16,0.28,60340.2,0.09,0,1,12,0.35,1,5,0,0,0,1,1,0
0,4410.888085,0.16,0.28,54306.18,0.09,0,2,12,0.38,1,5,0,0,0,1,1,0
0,9881.967308,0.25,0.3,89756.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
0,10110.01271,0.25,0.3,85268.2,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
1,9539.286183,0.25,0.3,76741.38,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,4295.801803,0.2,0.26,81045.0,0.09,0,0,12,0.3,1,5,0,0,0,0,1,0
0,4394.935691,0.2,0.26,76992.75,0.09,0,1,12,0.35,1,5,0,0,0,0,1,0
0,5603.830381,0.2,0.26,69293.475,0.09,0,2,12,0.38,1,5,0,0,0,0,1,0
0,12112.82299,0.29,0.25,127028.0,0.09,0,0,12,0.3,0,5,0,0,1,1,0,0
0,12392.34968,0.29,0.25,120676.6,0.09,0,1,12,0.35,0,5,0,0,1,1,0,0
1,11692.78155,0.29,0.25,108608.94,0.09,0,2,12,0.38,0,5,0,0,1,1,0,0
0,15392.71853,0.26,0.29,142266.0,0.09,0,0,12,0.3,0,5,1,0,1,1,1,0
0,15747.93511,0.26,0.29,135152.7,0.09,0,1,12,0.35,0,5,1,0,1,1,1,0
1,14858.93878,0.26,0.29,121637.43,0.09,0,2,12,0.38,0,5,1,0,1,1,1,0
0,11035.94007,0.3,0.31,123079.0,0.13,0,0,12,0.3,0,5,1,0,1,2,1,0
0,11290.61561,0.3,0.31,116925.05,0.13,0,1,12,0.35,0,5,1,0,1,2,1,0
1,10653.24215,0.3,0.31,105232.545,0.13,0,2,12,0.38,0,5,1,0,1,2,1,0
0,11604.03578,0.26,0.22,92531.0,0.15,0,0,12,0.3,0,5,1,0,0,2,0,0
0,11871.82122,0.26,0.22,87904.45,0.15,0,1,12,0.35,0,5,1,0,0,2,1,0
1,11201.63776,0.26,0.22,79114.005,0.15,0,2,12,0.38,0,5,1,0,0,2,1,0
0,999.1824381,0.23,0.34,56989.0,0.05,0,0,12,0.3,2,5,0,0,0,2,1,0
0,1277.800618,0.23,0.34,54139.55,0.05,1,1,12,0.35,1,4,0,0,0,2,1,0
0,1022.240494,0.23,0.34,48725.595,0.05,1,2,12,0.38,2,5,0,0,0,2,1,0
0,2313.220694,0.34,0.3,141360.0,0.09,0,0,12,0.3,2,5,1,0,0,1,0,0
0,5384.130934,0.34,0.3,134292.0,0.09,1,1,12,0.35,1,4,1,0,0,1,0,0
0,2392.947082,0.34,0.3,120862.8,0.09,1,2,12,0.38,2,5,1,0,0,1,1,0
0,4213.759565,0.28,0.24,83702.0,0.12,0,0,12,0.3,1,5,1,0,1,1,0,0
0,4311.00017,0.28,0.24,79516.9,0.12,0,1,12,0.35,1,5,1,0,1,1,1,0
0,5352.154286,0.28,0.24,71565.21,0.12,0,2,12,0.38,1,5,1,0,1,1,1,0
0,16237.09624,0.27,0.27,149328.0,0.08,0,0,12,0.3,0,5,0,0,0,2,0,0
0,16611.79846,0.27,0.27,141861.6,0.08,0,1,12,0.35,0,5,0,0,0,2,0,0
1,15674.03565,0.27,0.27,127675.44,0.08,0,2,12,0.38,0,5,0,0,0,2,0,0
0,1650.329679,0.3,0.39,106355.0,0.13,0,0,12,0.3,2,5,0,0,1,1,1,0
0,3450.104986,0.3,0.39,101037.25,0.13,1,1,12,0.35,1,4,0,0,1,1,1,0
0,1725.052493,0.3,0.39,90933.525,0.13,1,2,12,0.38,2,5,0,0,1,1,1,0
0,1421.206235,0.3,0.33,88424.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,0
0,2906.915602,0.3,0.33,84002.8,0.09,1,1,12,0.35,1,4,0,0,0,1,1,0
0,1453.457801,0.3,0.33,75602.52,0.09,1,2,12,0.38,2,5,0,0,0,1,1,0
0,16156.05865,0.16,0.3,133424.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,1
0,16528.89078,0.16,0.3,126752.8,0.09,0,1,12,0.35,0,5,0,0,0,1,1,1
1,15595.80823,0.16,0.3,114077.52,0.09,0,2,12,0.38,0,5,0,0,0,1,1,1
0,10903.49945,0.26,0.28,110236.0,0.13,0,0,12,0.3,0,5,1,0,0,2,1,0
0,11155.11867,0.26,0.28,104724.2,0.13,0,1,12,0.35,0,5,1,0,0,2,1,0
1,10525.39423,0.26,0.28,94251.78,0.13,0,2,12,0.38,0,5,1,0,0,2,1,0
0,4050.562077,0.35,0.34,104495.0,0.1,0,0,12,0.3,1,5,1,0,1,1,1,0
0,4144.036586,0.35,0.34,99270.25,0.1,0,1,12,0.35,1,5,1,0,1,1,1,0
0,5924.39248,0.35,0.34,89343.225,0.1,0,2,12,0.38,1,5,1,0,1,1,1,0
0,1566.92928,0.2,0.36,33565.0,0.11,0,0,12,0.3,1,5,1,0,0,1,1,2
0,1603.089186,0.2,0.36,31886.75,0.11,0,1,12,0.35,1,5,1,0,0,1,1,2
0,2363.425338,0.2,0.36,28698.075,0.11,0,2,12,0.38,1,5,1,0,0,1,1,2
0,6984.008846,0.22,0.33,64895.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,2
0,7145.178281,0.22,0.33,61650.25,0.09,0,1,12,0.35,0,5,0,0,0,1,1,2
1,6741.821443,0.22,0.33,55485.225,0.09,0,2,12,0.38,0,5,0,0,0,1,1,2
0,1856.303828,0.23,0.36,105662.0,0.1,0,0,12,0.3,2,5,1,0,0,1,0,0
0,4091.468673,0.23,0.36,100378.9,0.1,1,1,12,0.35,1,4,1,0,0,1,0,0
0,1925.397022,0.23,0.36,90341.01,0.1,1,2,12,0.38,2,5,1,0,0,1,1,0
0,11874.97652,0.15,0.25,93706.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
0,12149.01444,0.15,0.25,89020.7,0.1,0,1,12,0.35,0,5,0,0,0,1,1,0
1,11463.18298,0.15,0.25,80118.63,0.1,0,2,12,0.38,0,5,0,0,0,1,1,0
0,6293.839511,0.26,0.22,126163.0,0.1,0,0,12,0.3,1,5,1,1,0,2,1,0
0,6439.081961,0.26,0.22,119854.85,0.1,0,1,12,0.35,1,5,1,1,0,2,1,0
0,7789.21205,0.26,0.22,107869.365,0.1,0,2,12,0.38,1,5,1,1,0,2,1,0
0,2795.476454,0.28,0.33,62431.0,0.13,0,0,12,0.3,1,5,1,0,0,1,0,0
0,2859.98745,0.28,0.33,59309.45,0.13,0,1,12,0.35,1,5,1,0,0,1,1,0
0,4027.666485,0.28,0.33,53378.505,0.13,0,2,12,0.38,1,5,1,0,0,1,1,0
0,3962.51019,0.18,0.3,87069.0,0.11,0,0,12,0.3,1,5,0,0,0,1,1,0
0,4053.952733,0.18,0.3,82715.55,0.11,0,1,12,0.35,1,5,0,0,0,1,1,0
0,5464.429375,0.18,0.3,74443.995,0.11,0,2,12,0.38,1,5,0,0,0,1,1,0
0,2643.555371,0.21,0.3,134963.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,2
0,5127.500475,0.21,0.3,128214.85,0.09,1,1,12,0.35,1,4,0,0,0,1,1,2
0,2734.66692,0.21,0.3,115393.365,0.09,1,2,12,0.38,2,5,0,0,0,1,1,2
0,5639.78124,0.2,0.31,128863.0,0.11,0,0,12,0.3,1,5,1,0,0,2,1,0
0,5769.930038,0.2,0.31,122419.85,0.11,0,1,12,0.35,1,5,1,0,0,2,1,0
0,7890.156784,0.2,0.31,110177.865,0.11,0,2,12,0.38,1,5,1,0,0,2,1,0
0,14947.10045,0.32,0.24,157187.0,0.12,0,0,12,0.3,0,5,1,0,0,0,0,0
0,15292.03354,0.32,0.24,149327.65,0.12,0,1,12,0.35,0,5,1,0,0,0,1,0
1,14428.77358,0.32,0.24,134394.885,0.12,0,2,12,0.38,0,5,1,0,0,0,1,0
0,846.7303798,0.22,0.26,41149.0,0.1,0,0,12,0.3,2,5,1,1,0,2,1,0
0,878.2463989,0.22,0.26,39091.55,0.1,0,1,12,0.35,2,5,1,1,0,2,1,0
0,878.2463989,0.22,0.26,35182.395,0.1,0,2,12,0.38,2,5,1,1,0,2,1,0
0,1519.956367,0.26,0.28,81601.0,0.07,0,0,12,0.3,2,5,1,0,0,2,1,1
0,1563.801263,0.26,0.28,77520.95,0.07,0,1,12,0.35,2,5,1,0,0,2,1,1
0,1563.801263,0.26,0.28,69768.855,0.07,0,2,12,0.38,2,5,1,0,0,2,1,1
0,2042.876648,0.21,0.39,118912.0,0.1,0,0,12,0.3,2,5,1,0,1,1,1,0
0,2118.914241,0.21,0.39,112966.4,0.1,0,1,12,0.35,2,5,1,0,1,1,1,0
0,2118.914241,0.21,0.39,101669.76,0.1,0,2,12,0.38,2,5,1,0,1,1,1,0
0,962.0112276,0.26,0.31,55349.0,0.08,0,0,12,0.3,2,5,1,0,0,1,0,0
0,981.4027582,0.26,0.31,52581.55,0.08,0,1,12,0.35,2,5,1,0,0,1,0,0
0,981.4027582,0.26,0.31,47323.395,0.08,0,2,12,0.38,2,5,1,0,0,1,0,0
0,2147.907685,0.17,0.24,105747.0,0.1,0,0,12,0.3,2,5,1,0,0,0,1,1
0,2144.828983,0.17,0.24,100459.65,0.1,0,1,12,0.35,2,5,1,0,0,0,1,1
0,2144.828983,0.17,0.24,90413.685,0.1,0,2,12,0.38,2,5,1,0,0,0,1,1
0,2110.424452,0.26,0.27,19476.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
0,2159.126554,0.26,0.27,18502.2,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
1,2037.240378,0.26,0.27,16651.98,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,2516.596888,0.35,0.2,141220.0,0.09,0,0,12,0.3,2,5,1,0,0,1,0,0
0,2573.706256,0.35,0.2,134159.0,0.09,0,1,12,0.35,2,5,1,0,0,1,0,0
0,2573.706256,0.35,0.2,120743.1,0.09,0,2,12,0.38,2,5,1,0,0,1,0,0
0,13069.92462,0.21,0.31,118464.0,0.12,0,0,12,0.3,0,5,0,0,0,1,0,0
0,13371.53827,0.21,0.31,112540.8,0.12,0,1,12,0.35,0,5,0,0,0,1,0,0
1,12616.69337,0.21,0.31,101286.72,0.12,0,2,12,0.38,0,5,0,0,0,1,0,0
0,1185.502323,0.29,0.31,67879.0,0.1,0,0,12,0.3,2,5,0,0,1,1,1,0
0,1229.627719,0.29,0.31,64485.05,0.1,0,1,12,0.35,2,5,0,0,1,1,1,0
0,1229.627719,0.29,0.31,58036.545,0.1,0,2,12,0.38,2,5,0,0,1,1,1,0
0,2019.328096,0.21,0.36,113496.0,0.08,0,0,12,0.3,2,5,1,0,0,1,1,2
0,2083.288714,0.21,0.36,107821.2,0.08,0,1,12,0.35,2,5,1,0,0,1,1,2
0,2083.288714,0.21,0.36,97039.08,0.08,0,2,12,0.38,2,5,1,0,0,1,1,2
0,9797.710224,0.29,0.27,92645.0,0.08,0,0,12,0.3,0,5,0,0,1,1,1,0
0,10023.81123,0.29,0.27,88012.75,0.08,0,1,12,0.35,0,5,0,0,1,1,1,0
1,9457.950918,0.29,0.27,79211.475,0.08,0,2,12,0.38,0,5,0,0,1,1,1,0
0,9985.016772,0.28,0.3,97095.0,0.08,0,0,12,0.3,0,5,0,0,0,1,1,0
0,10215.44024,0.28,0.3,92240.25,0.08,0,1,12,0.35,0,5,0,0,0,1,1,0
1,9638.762158,0.28,0.3,83016.225,0.08,0,2,12,0.38,0,5,0,0,0,1,1,0
0,11052.97979,0.18,0.25,100364.0,0.09,0,0,12,0.3,0,5,0,0,1,1,1,0
0,11308.04855,0.18,0.25,95345.8,0.09,0,1,12,0.35,0,5,0,0,1,1,1,0
1,10669.69097,0.18,0.25,85811.22,0.09,0,2,12,0.38,0,5,0,0,1,1,1,0
0,2244.164761,0.29,0.23,119782.0,0.09,0,0,12,0.3,2,5,1,0,0,1,0,0
0,2295.091801,0.29,0.23,113792.9,0.09,0,1,12,0.35,2,5,1,0,0,1,0,0
0,2295.091801,0.29,0.23,102413.61,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
0,5993.456555,0.19,0.35,56243.0,0.12,0,0,12,0.3,0,5,0,0,0,2,1,0
0,6131.767091,0.19,0.35,53430.85,0.12,0,1,12,0.35,0,5,0,0,0,2,1,0
1,5785.618948,0.19,0.35,48087.765,0.12,0,2,12,0.38,0,5,0,0,0,2,1,0
0,9610.889147,0.26,0.41,124067.0,0.08,0,0,12,0.3,0,5,0,0,0,1,0,1
0,9832.678897,0.26,0.41,117863.65,0.08,0,1,12,0.35,0,5,0,0,0,1,0,1
1,9277.608314,0.26,0.41,106077.285,0.08,0,2,12,0.38,0,5,0,0,0,1,0,1
0,6989.682586,0.28,0.22,141432.0,0.12,0,0,12,0.3,1,5,0,0,1,1,1,0
0,7150.982953,0.28,0.22,134360.4,0.12,0,1,12,0.35,1,5,0,0,1,1,1,0
0,8650.382604,0.28,0.22,120924.36,0.12,0,2,12,0.38,1,5,0,0,1,1,1,0
0,10867.88611,0.25,0.27,92979.0,0.13,0,0,12,0.3,0,5,1,0,0,1,1,0
0,11118.68348,0.25,0.27,88330.05,0.13,0,1,12,0.35,0,5,1,0,0,1,1,0
1,10491.01587,0.25,0.27,79497.045,0.13,0,2,12,0.38,0,5,1,0,0,1,1,0
0,7201.145491,0.24,0.3,64546.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,0
0,7367.325771,0.24,0.3,61318.7,0.11,0,1,12,0.35,0,5,1,0,0,1,1,0
1,6951.428349,0.24,0.3,55186.83,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
0,8166.563681,0.34,0.26,89281.0,0.14,0,0,12,0.3,0,5,0,0,0,1,1,0
0,8355.022842,0.34,0.26,84816.95,0.14,0,1,12,0.35,0,5,0,0,0,1,1,0
1,7883.368327,0.34,0.26,76335.255,0.14,0,2,12,0.38,0,5,0,0,0,1,1,0
0,4030.507077,0.24,0.27,92461.0,0.1,0,0,12,0.3,1,5,1,0,0,2,1,0
0,4123.518779,0.24,0.27,87837.95,0.1,0,1,12,0.35,1,5,1,0,0,2,1,0
0,5329.780127,0.24,0.27,79054.155,0.1,0,2,12,0.38,1,5,1,0,0,2,1,0
0,2355.598776,0.25,0.38,143021.0,0.09,0,0,12,0.3,2,5,0,0,0,1,1,0
0,2436.785747,0.25,0.38,135869.95,0.09,0,1,12,0.35,2,5,0,0,0,1,1,0
0,2436.785747,0.25,0.38,122282.955,0.09,0,2,12,0.38,2,5,0,0,0,1,1,0
0,1144.630479,0.3,0.31,67344.0,0.08,0,0,12,0.3,2,5,1,0,0,1,1,1
0,1180.885743,0.3,0.31,63976.8,0.08,0,1,12,0.35,2,5,1,0,0,1,1,1
0,1180.885743,0.3,0.31,57579.12,0.08,0,2,12,0.38,2,5,1,0,0,1,1,1
0,2057.595111,0.25,0.35,117634.0,0.11,0,0,12,0.3,2,5,1,0,0,2,1,1
0,2139.777164,0.25,0.35,111752.3,0.11,0,1,12,0.35,2,5,1,0,0,2,1,1
0,2139.777164,0.25,0.35,100577.07,0.11,0,2,12,0.38,2,5,1,0,0,2,1,1
0,727.5541442,0.26,0.34,46263.0,0.1,0,0,12,0.3,2,5,1,0,0,2,1,0
0,726.511305,0.26,0.34,43949.85,0.1,0,1,12,0.35,2,5,1,0,0,2,1,0
0,726.511305,0.26,0.34,39554.865,0.1,0,2,12,0.38,2,5,1,0,0,2,1,0
0,3704.1048,0.3,0.28,93538.0,0.1,0,0,6,0.3,1,5,1,0,1,1,1,0
0,3789.584142,0.3,0.28,88861.1,0.1,0,0,6,0.35,1,5,1,0,1,1,1,0
0,4966.188895,0.3,0.28,79974.99,0.1,0,1,6,0.38,1,5,1,0,1,1,1,0
0,11770.0272,0.19,0.34,110755.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
0,12041.64321,0.19,0.34,105217.25,0.1,0,1,12,0.35,0,5,0,0,0,1,1,0
1,11361.87303,0.19,0.34,94695.525,0.1,0,2,12,0.38,0,5,0,0,0,1,1,0
0,1493.732659,0.25,0.28,80717.0,0.09,0,0,12,0.3,2,5,1,0,1,1,0,1
0,1527.630073,0.25,0.28,76681.15,0.09,0,1,12,0.35,2,5,1,0,1,1,0,1
0,1527.630073,0.25,0.28,69013.035,0.09,0,2,12,0.38,2,5,1,0,1,1,1,1
0,1869.413737,0.3,0.29,105509.0,0.15,0,0,12,0.3,2,5,1,0,0,1,1,0
0,1938.994894,0.3,0.29,100233.55,0.15,0,1,12,0.35,2,5,1,0,0,1,1,0
0,1938.994894,0.3,0.29,90210.195,0.15,0,2,12,0.38,2,5,1,0,0,1,1,0
0,2697.66879,0.29,0.23,138414.0,0.1,0,0,12,0.3,2,5,0,0,0,1,1,0
0,2798.078298,0.29,0.23,131493.3,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
0,2798.078298,0.29,0.23,118343.97,0.1,0,2,12,0.38,2,5,0,0,0,1,1,0
0,8700.18505,0.2,0.29,75678.0,0.12,0,0,12,0.3,0,5,0,0,0,1,1,0
0,8900.958551,0.2,0.29,71894.1,0.12,0,1,12,0.35,0,5,0,0,0,1,1,0
1,8398.485084,0.2,0.29,64704.69,0.12,0,2,12,0.38,0,5,0,0,0,1,1,0
0,8366.944349,0.23,0.21,65003.0,0.12,0,0,12,0.3,0,5,1,0,0,1,1,0
0,8560.02768,0.23,0.21,61752.85,0.12,0,1,12,0.35,0,5,1,0,0,1,1,0
1,8076.800311,0.23,0.21,55577.565,0.12,0,2,12,0.38,0,5,1,0,0,1,1,0
0,9711.935725,0.22,0.33,93487.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
0,9936.057319,0.22,0.33,88812.65,0.1,0,1,12,0.35,0,5,0,0,0,1,1,0
1,9375.150857,0.22,0.33,79931.385,0.1,0,2,12,0.38,0,5,0,0,0,1,1,0
0,2139.321928,0.15,0.32,105179.0,0.08,0,0,12,0.3,2,5,0,0,0,1,1,1
0,2207.083256,0.15,0.32,99920.05,0.08,0,1,12,0.35,2,5,0,0,0,1,1,1
0,2207.083256,0.15,0.32,89928.045,0.08,0,2,12,0.38,2,5,0,0,0,1,1,1
0,10436.59953,0.27,0.31,97920.0,0.12,0,0,12,0.3,0,5,0,0,0,2,1,0
0,10677.44413,0.27,0.31,93024.0,0.12,0,1,12,0.35,0,5,0,0,0,2,1,0
1,10074.68519,0.27,0.31,83721.6,0.12,0,2,12,0.38,0,5,0,0,0,2,1,0
0,11654.66234,0.22,0.3,104613.0,0.08,0,0,12,0.3,0,5,0,0,0,1,1,1
0,11923.61608,0.22,0.3,99382.35,0.08,0,1,12,0.35,0,5,0,0,0,1,1,1
1,11250.50872,0.22,0.3,89444.115,0.08,0,2,12,0.38,0,5,0,0,0,1,1,1
0,5070.737171,0.25,0.44,58627.0,0.09,0,0,12,0.3,0,5,1,0,0,2,0,0
0,5187.754182,0.25,0.44,55695.65,0.09,0,1,12,0.35,0,5,1,0,0,2,0,0
1,4894.897091,0.25,0.44,50126.085,0.09,0,2,12,0.38,0,5,1,0,0,2,0,0
0,2504.467368,0.29,0.26,142932.0,0.15,0,0,12,0.3,2,5,0,1,0,1,0,0
0,2524.396816,0.29,0.26,135785.4,0.15,0,1,12,0.35,2,5,0,1,0,1,0,0
0,2524.396816,0.29,0.26,122206.86,0.15,0,2,12,0.38,2,5,0,1,0,1,0,0
0,2656.10719,0.27,0.21,55300.0,0.06,0,0,12,0.3,1,5,1,1,1,1,1,0
0,2717.401971,0.27,0.21,52535.0,0.06,0,1,12,0.35,1,5,1,1,1,1,1,0
0,3245.569933,0.27,0.21,47281.5,0.06,0,2,12,0.38,1,5,1,1,1,1,1,0
0,2074.384088,0.22,0.28,104283.0,0.09,0,0,6,0.3,2,5,1,0,0,2,0,0
0,2145.878844,0.22,0.28,99068.85,0.09,0,0,6,0.35,2,5,1,0,0,2,1,0
0,2145.878844,0.22,0.28,89161.965,0.09,0,1,6,0.38,2,5,1,0,0,2,1,0
0,8108.182051,0.29,0.3,80604.0,0.12,0,0,12,0.3,0,5,0,0,0,1,0,0
0,8295.293945,0.29,0.3,76573.8,0.12,0,1,12,0.35,0,5,0,0,0,1,0,0
1,7827.011222,0.29,0.3,68916.42,0.12,0,2,12,0.38,0,5,0,0,0,1,0,0
0,9684.838103,0.25,0.28,90409.0,0.05,0,0,6,0.3,0,5,1,0,0,1,0,1
0,9908.334366,0.25,0.28,85888.55,0.05,0,0,6,0.35,0,5,1,0,0,1,0,1
1,9348.99291,0.25,0.28,77299.695,0.05,0,1,6,0.38,0,5,1,0,0,1,0,1
0,4435.539944,0.19,0.31,86263.0,0.12,0,0,12,0.3,1,5,1,0,0,1,1,1
0,4537.898559,0.19,0.31,81949.85,0.12,0,1,12,0.35,1,5,1,0,0,1,1,1
0,6205.401255,0.19,0.31,73754.865,0.12,0,2,12,0.38,1,5,1,0,0,1,1,1
0,1781.561961,0.28,0.34,116431.0,0.1,0,0,12,0.3,2,5,0,1,0,1,1,1
0,1779.00836,0.28,0.34,110609.45,0.1,0,1,12,0.35,2,5,0,1,0,1,1,1
